time,WOPR:F,WOPR:F2,WOPR:В,WWPR:F,WWPR:F2,WWPR:В,WLPR:F,WLPR:F2,WLPR:В,WGPR:F,WGPR:F2,WGPR:В,WWIR:F,WWIR:F2,WWIR:В,WGOR:F,WGOR:F2,WGOR:В,WBHP:F,WBHP:F2,WBHP:В,WOPT:F,WOPT:F2,WOPT:В,WWPT:F,WWPT:F2,WWPT:В,WLPT:F,WLPT:F2,WLPT:В,WGPT:F,WGPT:F2,WGPT:В,WWIT:F,WWIT:F2,WWIT:В,FOPT,FWPT,FLPT,FGPT,FWIT
2020-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-10 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-17 00:00:00,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-20 00:00:00,646.0494995117188,0.0,0.0,0.01072340365499258,0.0,0.0,646.0602416992188,0.0,0.0,146105.453125,0.0,0.0,0.0,0.0,0.0,226.152099609375,0.0,0.0,200.0,0.0,0.0,1938.1484375,0.0,0.0,0.03217021003365517,0.0,0.0,1938.1806640625,0.0,0.0,438316.375,0.0,0.0,0.0,0.0,0.0,1938.1484375,0.03217021003365517,1938.1806640625,438316.375,0.0
2020-01-20 02:57:18,601.9653930664062,0.0,0.0,0.01072302833199501,0.0,0.0,601.97607421875,0.0,0.0,136093.953125,0.0,0.0,0.0,0.0,0.0,226.08270263671875,0.0,0.0,200.0,0.0,0.0,2012.2703857421875,0.0,0.0,0.03349057212471962,0.0,0.0,2012.3038330078125,0.0,0.0,455074.03125,0.0,0.0,0.0,0.0,0.0,2012.2703857421875,0.03349057212471962,2012.3038330078125,455074.03125,0.0
2020-01-20 11:49:14,567.4537353515625,0.0,0.0,0.01072095800191164,0.0,0.0,567.4644775390625,0.0,0.0,128260.2890625,0.0,0.0,0.0,0.0,0.0,226.0277557373047,0.0,0.0,200.0,0.0,0.0,2221.8876953125,0.0,0.0,0.037450890988111496,0.0,0.0,2221.925048828125,0.0,0.0,502453.34375,0.0,0.0,0.0,0.0,0.0,2221.8876953125,0.037450890988111496,2221.925048828125,502453.34375,0.0
2020-01-21 14:25:03,525.75830078125,0.0,0.0,0.010714932344853878,0.0,0.0,525.7689819335938,0.0,0.0,118797.0390625,0.0,0.0,0.0,0.0,0.0,225.95372009277344,0.0,0.0,200.0,0.0,0.0,2804.5322265625,0.0,0.0,0.049325164407491684,0.0,0.0,2804.58154296875,0.0,0.0,634104.0625,0.0,0.0,0.0,0.0,0.0,2804.5322265625,0.049325164407491684,2804.58154296875,634104.0625,0.0
2020-01-24 22:12:28,476.39630126953125,0.0,0.0,0.010697033256292343,0.0,0.0,476.406982421875,0.0,0.0,107602.2890625,0.0,0.0,0.0,0.0,0.0,225.8671875,0.0,0.0,200.0,0.0,0.0,4388.357421875,0.0,0.0,0.08488848060369492,0.0,0.0,4388.4423828125,0.0,0.0,991838.25,0.0,0.0,0.0,0.0,0.0,4388.357421875,0.08488848060369492,4388.4423828125,991838.25,0.0
2020-01-31 00:00:00,436.53533935546875,0.0,0.0,0.010664733126759529,0.0,0.0,436.5459899902344,0.0,0.0,98574.390625,0.0,0.0,0.0,0.0,0.0,225.810791015625,0.0,0.0,200.0,0.0,0.0,7040.16650390625,0.0,0.0,0.1496732383966446,0.0,0.0,7040.31640625,0.0,0.0,1590645.375,0.0,0.0,0.0,0.0,0.0,7040.16650390625,0.1496732383966446,7040.31640625,1590645.375,0.0
2020-02-01 00:00:00,431.057373046875,-0.0,0.0,0.010659351944923401,-0.0,0.0,431.0680236816406,-0.0,0.0,97331.953125,-0.0,0.0,0.0,0.0,0.0,225.79812622070312,0.0,0.0,200.0,0.0,0.0,7471.22412109375,0.0,0.0,0.160332590341568,0.0,0.0,7471.38427734375,0.0,0.0,1687977.25,0.0,0.0,0.0,0.0,0.0,7471.22412109375,0.160332590341568,7471.38427734375,1687977.25,0.0
2020-02-04 00:00:00,418.58636474609375,646.0551147460938,0.0,0.010643578134477139,0.007197622675448656,0.0,418.5970153808594,646.062255859375,0.0,94508.578125,146102.65625,0.0,0.0,0.0,0.0,225.7803497314453,226.1458282470703,0.0,200.0,200.0,0.0,8726.9833984375,1938.165283203125,0.0,0.19226332008838654,0.021592868492007256,0.0,8727.17578125,1938.1868896484375,0.0,1971503.0,438307.96875,0.0,0.0,0.0,0.0,10665.1484375,0.21385619044303894,10665.3623046875,2409811.0,0.0
2020-02-09 12:00:00,402.8648681640625,482.7830810546875,0.0,0.010615061037242413,0.007121470291167498,0.0,402.8754577636719,482.7901916503906,0.0,90955.71875,109062.7265625,0.0,0.0,0.0,0.0,225.7722930908203,225.90420532226562,0.0,200.0,200.0,0.0,10942.740234375,4593.47216796875,0.0,0.25064617395401,0.06076095625758171,0.0,10942.990234375,4593.53271484375,0.0,2471759.5,1038152.9375,0.0,0.0,0.0,0.0,15536.2119140625,0.3114071190357208,15536.5234375,3509912.5,0.0
2020-02-15 00:00:00,391.1805419921875,439.56817626953125,0.0,0.010586941614747047,0.007096976041793823,0.0,391.1911315917969,439.57525634765625,0.0,88317.609375,99264.796875,0.0,0.0,0.0,0.0,225.77198791503906,225.82345581054688,0.0,200.0,200.0,0.0,13094.232421875,7011.09716796875,0.0,0.30887433886528015,0.09979432076215744,0.0,13094.5419921875,7011.19677734375,0.0,2957506.25,1584109.375,0.0,0.0,0.0,0.0,20105.330078125,0.4086686670780182,20105.73828125,4541615.5,0.0
2020-02-16 00:00:00,389.2047424316406,433.3795166015625,-0.0,0.010581841692328453,0.007092463783919811,-0.0,389.21533203125,433.3865966796875,-0.0,87871.1171875,97860.0390625,-0.0,0.0,0.0,0.0,225.7709197998047,225.80679321289062,0.0,200.0,200.0,0.0,13483.4375,7444.4765625,0.0,0.31945618987083435,0.10688678920269012,0.0,13483.7568359375,7444.58349609375,0.0,3045377.5,1681969.375,0.0,0.0,0.0,0.0,20927.9140625,0.4263429641723633,20928.33984375,4727347.0,0.0
2020-02-19 00:00:00,383.9745178222656,419.9667663574219,-0.0,0.010566656477749348,0.007079253904521465,-0.0,383.9850769042969,419.9738464355469,-0.0,86690.3984375,94821.7421875,-0.0,0.0,0.0,477.27581787109375,225.771240234375,225.783935546875,0.0,200.0,200.0,400.0,14635.361328125,8704.376953125,0.0,0.3511561453342438,0.12812454998493195,0.0,14635.7119140625,8704.5048828125,0.0,3305448.75,1966434.625,0.0,0.0,0.0,1431.827392578125,23339.73828125,0.4792807102203369,23340.216796875,5271883.5,1431.827392578125
2020-02-28 00:00:00,372.28021240234375,396.47296142578125,-0.0,0.010522103868424892,0.0070404596626758575,-0.0,372.2907409667969,396.4800109863281,-0.0,84055.390625,89514.1328125,-0.0,0.0,0.0,146.4889373779297,225.7852783203125,225.776123046875,0.0,200.0,200.0,400.0,17985.8828125,12272.6337890625,0.0,0.4458550810813904,0.19148868322372437,0.0,17986.328125,12272.8251953125,0.0,4061947.25,2772061.75,0.0,0.0,0.0,2750.22802734375,30258.515625,0.6373437643051147,30259.154296875,6834009.0,2750.22802734375
2020-03-26 00:00:00,351.9286193847656,360.2372131347656,-0.0,0.010396617464721203,0.006930902600288391,-0.0,351.93902587890625,360.244140625,-0.0,79477.4140625,81334.375,-0.0,0.0,0.0,45.32761001586914,225.8339080810547,225.780029296875,0.0,200.0,200.0,400.0,27487.955078125,21999.0390625,0.0,0.7265637516975403,0.3786230683326721,0.0,27488.681640625,21999.41796875,0.0,6207837.5,4968090.0,0.0,0.0,0.0,3974.073486328125,49486.99609375,1.1051868200302124,49488.1015625,11175927.0,3974.073486328125
2020-06-15 00:00:00,323.78411865234375,298.76995849609375,-0.0,0.010077917948365211,0.006649122107774019,-0.0,323.7942199707031,298.776611328125,-0.0,73142.3203125,67378.34375,-0.0,0.0,0.0,12.311224937438965,225.89842224121094,225.51914978027344,0.0,200.0,200.0,400.0,53714.46875,46199.40625,0.0,1.542875051498413,0.9172019362449646,0.0,53716.01171875,46200.32421875,0.0,12132366.0,10425736.0,0.0,0.0,0.0,4971.28271484375,99913.875,2.4600770473480225,99916.3359375,22558102.0,4971.28271484375
2021-01-01 00:00:00,287.3026123046875,227.58416748046875,-0.0,0.00951161328703165,0.00609702430665493,-0.0,287.3121337890625,227.59027099609375,-0.0,64897.2734375,51457.6640625,-0.0,0.0,0.0,2.7706427574157715,225.8847198486328,226.1038818359375,0.0,200.0,200.0,400.0,111174.9921875,91716.2421875,0.0,3.445197820663452,2.1366069316864014,0.0,111178.4375,91718.375,0.0,25111820.0,20717268.0,0.0,0.0,0.0,5525.4111328125,202891.234375,5.5818047523498535,202896.8125,45829088.0,5525.4111328125
